Uniq Id,Crawl Timestamp,Pageurl,Pdp Url,Product Id,Product Name,List Price,Sale Price,Discount Percentage,Brand,Product Rank,Size,Availability,Product Description,Seller,Category Url,Input Seed Url,Color,Average Rating,Total Number Of Ratings,Type,Sleeve,Fit,Fabric Or Material,Neck,Pattern,Fabric Care,Closure,Suitable For,Collar,Ideal For,Rise Style,Leg Style,Ocassion,Length,Sleeve Length,Sleeve Type,Wash Care,Darts,Star1 Count,Star2 Count,Star3 Count,Star4 Count,Star5 Count,Gender,Fulfilled By,Best Seller Rank 1,Best Seller Rank 2,Date First Available,Sub Category 1,Sub Category 2,Sub Category 3,Sub Category 4,Sub Category 5,Image 1,Image 2,Image 3,Billing Id,Variant
PROD100247,2023-11-06T00:00:00,https://myntra.com/product/100247,https://myntra.com/product/100247/details,100247,Allen Solly Light Blue Distressed Relaxed Fit Jeans,2039,937,54,Allen Solly,84.13,31,In Stock,Quality denim jeans engineered for comfort and style. Modern cut flatters all body types.,Allen Solly Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Light Blue,4.0,1954,Relaxed Fit Jeans,,Regular,Denim,,Distressed,Machine Wash,Button,Everyday,,Men,Mid Rise,Straight,Everyday,,,,"Machine wash cold, tumble dry low",,60,136,293,488,977,Men,,222,,,Jeans,Relaxed Fit Jeans,Men,Everyday,,https://assets.myntra.com/images/100247/1.jpg,https://assets.myntra.com/images/100247/2.jpg,https://assets.myntra.com/images/100247/3.jpg,BILL100247,Light Blue
PROD100248,2023-11-09T00:00:00,https://myntra.com/product/100248,https://myntra.com/product/100248/details,100248,Jack & Jones Charcoal Checked Formal Trousers,634,418,34,Jack & Jones,40.06,29,In Stock,Classic trousers offering comfort and style. Perfect for business meetings and formal occasions.,Jack & Jones Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Charcoal,4.7,3721,Formal Trousers,,Slim,Cotton Blend,,Checked,Machine Wash,Button,Casual,,Men,High Rise,,Casual,,,,"Machine wash cold, tumble dry low",,113,260,558,930,1860,Men,,171,,,Trousers,Formal Trousers,Men,Casual,,https://assets.myntra.com/images/100248/1.jpg,https://assets.myntra.com/images/100248/2.jpg,https://assets.myntra.com/images/100248/3.jpg,BILL100248,Charcoal
PROD100249,2023-11-12T00:00:00,https://myntra.com/product/100249,https://myntra.com/product/100249/details,100249,Nike Navy Checked Formal Trousers,3846,2269,41,Nike,19.45,35,In Stock,Elegant trousers suitable for professional environments. The precise cut provides a sleek silhouette.,Nike Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Navy,3.8,1609,Formal Trousers,,Tailored,Polyester Blend,,Checked,Machine Wash,Button,Office,,Men,High Rise,,Office,,,,"Machine wash cold, tumble dry low",,50,112,241,402,804,Men,Myntra,556,,,Trousers,Formal Trousers,Men,Office,,https://assets.myntra.com/images/100249/1.jpg,https://assets.myntra.com/images/100249/2.jpg,https://assets.myntra.com/images/100249/3.jpg,BILL100249,Navy
PROD100250,2023-11-08T00:00:00,https://myntra.com/product/100250,https://myntra.com/product/100250/details,100250,Arrow Black Striped Checked Shirt,1055,210,80,Arrow,87.86,35,In Stock,Versatile shirt that transitions seamlessly from desk to dinner. Crafted from breathable cotton blend.,Arrow Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Black,4.2,4822,Checked Shirt,Long Sleeve,Regular,Linen,Button-Down Collar,Striped,Machine Wash,Button,Office,Button-Down Collar,Men,,,Office,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,146,337,723,1205,2411,Men,,440,,,Shirts,Checked Shirt,Men,Office,,https://assets.myntra.com/images/100250/1.jpg,https://assets.myntra.com/images/100250/2.jpg,https://assets.myntra.com/images/100250/3.jpg,BILL100250,Black
PROD100251,2023-11-10T00:00:00,https://myntra.com/product/100251,https://myntra.com/product/100251/details,100251,Adidas Grey Checked Formal Trousers,2934,2640,10,Adidas,59.46,29,Out of Stock,Refined trousers crafted for the modern professional. Features classic styling with contemporary fit.,Adidas Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Grey,3.5,2459,Formal Trousers,,Slim,Polyester Blend,,Checked,Machine Wash,Button,Office,,Men,Mid Rise,,Office,,,,"Machine wash cold, tumble dry low",,76,172,368,614,1229,Men,Myntra,,,,Trousers,Formal Trousers,Men,Office,,https://assets.myntra.com/images/100251/1.jpg,https://assets.myntra.com/images/100251/2.jpg,https://assets.myntra.com/images/100251/3.jpg,BILL100251,Grey
PROD100252,2023-11-08T00:00:00,https://myntra.com/product/100252,https://myntra.com/product/100252/details,100252,Arrow Blue Striped Round Neck T-Shirt,3417,2665,22,Arrow,25.54,30,In Stock,Classic t-shirt designed for maximum comfort. Features quality cotton construction that gets softer with each wash.,Arrow Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Blue,4.4,728,Round Neck T-Shirt,Sleeveless,Relaxed,Cotton,Polo Collar,Striped,Machine Wash,,Everyday,,Men,,,Everyday,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,23,50,109,182,364,Men,,794,,,Tshirts,Round Neck T-Shirt,Men,Everyday,,https://assets.myntra.com/images/100252/1.jpg,https://assets.myntra.com/images/100252/2.jpg,https://assets.myntra.com/images/100252/3.jpg,BILL100252,Blue
PROD100253,2023-11-04T00:00:00,https://myntra.com/product/100253,https://myntra.com/product/100253/details,100253,Nike Blue Solid Skinny Jeans,2195,1338,39,Nike,4.82,38,In Stock,Modern fit jeans offering exceptional comfort. Quality denim construction with attention to detail.,Nike Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,4.7,4198,Skinny Jeans,,Slim,Denim,,Solid,Machine Wash,Button,Everyday,,Men,High Rise,Straight,Everyday,,,,"Machine wash cold, tumble dry low",,128,293,629,1049,2099,Men,,,,,Jeans,Skinny Jeans,Men,Everyday,,https://assets.myntra.com/images/100253/1.jpg,https://assets.myntra.com/images/100253/2.jpg,https://assets.myntra.com/images/100253/3.jpg,BILL100253,Blue
PROD100254,2023-11-25T00:00:00,https://myntra.com/product/100254,https://myntra.com/product/100254/details,100254,Pepe Jeans Black Printed Henley T-Shirt,3455,2245,35,Pepe Jeans,19.45,30,In Stock,Comfortable t-shirt perfect for active lifestyles. Breathable fabric keeps you cool throughout the day.,Pepe Jeans Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Black,4.0,2135,Henley T-Shirt,Sleeveless,Slim,Cotton,Round Neck,Printed,Machine Wash,,Casual,,Men,,,Casual,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,66,149,320,533,1067,Men,Myntra,261,,,Tshirts,Henley T-Shirt,Men,Casual,,https://assets.myntra.com/images/100254/1.jpg,https://assets.myntra.com/images/100254/2.jpg,https://assets.myntra.com/images/100254/3.jpg,BILL100254,Black
PROD100255,2023-11-20T00:00:00,https://myntra.com/product/100255,https://myntra.com/product/100255/details,100255,Peter England Maroon Striped Round Neck T-Shirt,1979,1385,30,Peter England,42.74,34,In Stock,Relaxed fit t-shirt ideal for casual weekends. Soft fabric ensures comfort from morning to night.,Peter England Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Maroon,4.0,3962,Round Neck T-Shirt,Short Sleeve,Relaxed,Polyester,Polo Collar,Striped,Machine Wash,,Sports,,Men,,,Sports,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,120,277,594,990,1981,Men,,534,,,Tshirts,Round Neck T-Shirt,Men,Sports,,https://assets.myntra.com/images/100255/1.jpg,https://assets.myntra.com/images/100255/2.jpg,https://assets.myntra.com/images/100255/3.jpg,BILL100255,Maroon
PROD100256,2023-11-15T00:00:00,https://myntra.com/product/100256,https://myntra.com/product/100256/details,100256,Louis Philippe Black Checked Formal Shirt,1311,773,41,Louis Philippe,23.44,31,In Stock,Premium shirt offering exceptional comfort and style. The refined cut flatters all body types.,Louis Philippe Official Store,https://myntra.com/shirts,https://myntra.com/shirts,Black,3.9,2010,Formal Shirt,Short Sleeve,Slim,Cotton,Mandarin Collar,Checked,Machine Wash,Button,Formal,Mandarin Collar,Men,,,Formal,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,62,140,301,502,1005,Men,Myntra,615,,,Shirts,Formal Shirt,Men,Formal,,https://assets.myntra.com/images/100256/1.jpg,https://assets.myntra.com/images/100256/2.jpg,https://assets.myntra.com/images/100256/3.jpg,BILL100256,Black
PROD100257,2023-11-03T00:00:00,https://myntra.com/product/100257,https://myntra.com/product/100257/details,100257,Jack & Jones Charcoal Checked Formal Trousers,4034,3146,22,Jack & Jones,48.68,34,In Stock,Professional trousers designed for the workplace. Premium fabric with wrinkle-resistant properties.,Jack & Jones Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Charcoal,4.3,494,Formal Trousers,,Tailored,Polyester Blend,,Checked,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,16,34,74,123,247,Men,,264,,,Trousers,Formal Trousers,Men,Formal,,https://assets.myntra.com/images/100257/1.jpg,https://assets.myntra.com/images/100257/2.jpg,https://assets.myntra.com/images/100257/3.jpg,BILL100257,Charcoal
PROD100258,2023-11-16T00:00:00,https://myntra.com/product/100258,https://myntra.com/product/100258/details,100258,Jack & Jones Black Checked Formal Trousers,3310,2118,36,Jack & Jones,27.2,31,In Stock,Versatile trousers that transition from office to evening. Premium fabric maintains its appearance throughout the day.,Jack & Jones Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Black,3.3,3929,Formal Trousers,,Slim,Cotton,,Checked,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,119,275,589,982,1964,Men,,123,,,Trousers,Formal Trousers,Men,Formal,,https://assets.myntra.com/images/100258/1.jpg,https://assets.myntra.com/images/100258/2.jpg,https://assets.myntra.com/images/100258/3.jpg,BILL100258,Black
PROD100259,2023-11-25T00:00:00,https://myntra.com/product/100259,https://myntra.com/product/100259/details,100259,Highlander White Graphic Henley T-Shirt,1219,1072,12,Highlander,9.02,32,In Stock,Comfortable t-shirt perfect for active lifestyles. Breathable fabric keeps you cool throughout the day.,Highlander Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,White,4.2,2748,Henley T-Shirt,Sleeveless,Slim,Jersey,Round Neck,Graphic,Machine Wash,,Sports,,Men,,,Sports,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,83,192,412,687,1374,Men,Myntra,346,,,Tshirts,Henley T-Shirt,Men,Sports,,https://assets.myntra.com/images/100259/1.jpg,https://assets.myntra.com/images/100259/2.jpg,https://assets.myntra.com/images/100259/3.jpg,BILL100259,White
PROD100260,2023-11-14T00:00:00,https://myntra.com/product/100260,https://myntra.com/product/100260/details,100260,Blackberrys Beige Solid Dress Pants,4101,3649,11,Blackberrys,7.54,35,In Stock,Modern trousers combining comfort with sophistication. Ideal for corporate settings and formal events.,Blackberrys Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Beige,3.8,1577,Dress Pants,,Regular,Cotton Blend,,Solid,Machine Wash,Button,Formal,,Men,High Rise,,Formal,,,,"Machine wash cold, tumble dry low",,49,110,236,394,788,Men,Myntra,136,,,Trousers,Dress Pants,Men,Formal,,https://assets.myntra.com/images/100260/1.jpg,https://assets.myntra.com/images/100260/2.jpg,https://assets.myntra.com/images/100260/3.jpg,BILL100260,Beige
PROD100261,2023-11-21T00:00:00,https://myntra.com/product/100261,https://myntra.com/product/100261/details,100261,Wrangler Blue Striped V-Neck T-Shirt,746,402,46,Wrangler,81.85,30,In Stock,Relaxed fit t-shirt ideal for casual weekends. Soft fabric ensures comfort from morning to night.,Wrangler Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Blue,3.7,445,V-Neck T-Shirt,Short Sleeve,Relaxed,Jersey,Polo Collar,Striped,Machine Wash,,Sports,,Men,,,Sports,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,15,31,66,111,222,Men,Myntra,389,,,Tshirts,V-Neck T-Shirt,Men,Sports,,https://assets.myntra.com/images/100261/1.jpg,https://assets.myntra.com/images/100261/2.jpg,https://assets.myntra.com/images/100261/3.jpg,BILL100261,Blue
PROD100262,2023-11-13T00:00:00,https://myntra.com/product/100262,https://myntra.com/product/100262/details,100262,Nike Olive Printed Round Neck T-Shirt,2209,1877,15,Nike,12.47,29,In Stock,Comfortable t-shirt perfect for active lifestyles. Breathable fabric keeps you cool throughout the day.,Nike Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Olive,4.7,457,Round Neck T-Shirt,Sleeveless,Slim,Jersey,V-Neck,Printed,Machine Wash,,Casual,,Men,,,Casual,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,16,31,68,114,228,Men,,382,,,Tshirts,Round Neck T-Shirt,Men,Casual,,https://assets.myntra.com/images/100262/1.jpg,https://assets.myntra.com/images/100262/2.jpg,https://assets.myntra.com/images/100262/3.jpg,BILL100262,Olive
PROD100263,2023-11-24T00:00:00,https://myntra.com/product/100263,https://myntra.com/product/100263/details,100263,Puma Navy Graphic V-Neck T-Shirt,1744,488,72,Puma,60.64,38,In Stock,Essential wardrobe staple crafted from breathable fabric. Ideal for weekend outings and relaxed settings.,Puma Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Navy,3.0,4779,V-Neck T-Shirt,Sleeveless,Relaxed,Cotton Blend,Polo Collar,Graphic,Machine Wash,,Sports,,Men,,,Sports,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,146,334,716,1194,2389,Men,Myntra,,,,Tshirts,V-Neck T-Shirt,Men,Sports,,https://assets.myntra.com/images/100263/1.jpg,https://assets.myntra.com/images/100263/2.jpg,https://assets.myntra.com/images/100263/3.jpg,BILL100263,Navy
PROD100264,2023-11-02T00:00:00,https://myntra.com/product/100264,https://myntra.com/product/100264/details,100264,Jack & Jones White Graphic Crew Neck T-Shirt,3341,2505,25,Jack & Jones,50.91,38,In Stock,Essential wardrobe staple crafted from breathable fabric. Ideal for weekend outings and relaxed settings.,Jack & Jones Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,White,4.9,3621,Crew Neck T-Shirt,Short Sleeve,Regular,Polyester,Round Neck,Graphic,Machine Wash,,Casual,,Men,,,Casual,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,110,253,543,905,1810,Men,,,,,Tshirts,Crew Neck T-Shirt,Men,Casual,,https://assets.myntra.com/images/100264/1.jpg,https://assets.myntra.com/images/100264/2.jpg,https://assets.myntra.com/images/100264/3.jpg,BILL100264,White
PROD100265,2023-11-30T00:00:00,https://myntra.com/product/100265,https://myntra.com/product/100265/details,100265,Lee Charcoal Solid Chinos,3911,1447,63,Lee,2.97,35,In Stock,Modern trousers combining comfort with sophistication. Ideal for corporate settings and formal events.,Lee Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Charcoal,3.8,2642,Chinos,,Slim,Polyester Blend,,Solid,Machine Wash,Button,Casual,,Men,Mid Rise,,Casual,,,,"Machine wash cold, tumble dry low",,81,184,396,660,1321,Men,,231,,,Trousers,Chinos,Men,Casual,,https://assets.myntra.com/images/100265/1.jpg,https://assets.myntra.com/images/100265/2.jpg,https://assets.myntra.com/images/100265/3.jpg,BILL100265,Charcoal
PROD100266,2023-11-03T00:00:00,https://myntra.com/product/100266,https://myntra.com/product/100266/details,100266,Raymond Maroon Solid Polo T-Shirt,3520,2428,31,Raymond,47.26,33,In Stock,Essential wardrobe staple crafted from breathable fabric. Ideal for weekend outings and relaxed settings.,Raymond Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Maroon,4.1,401,Polo T-Shirt,Short Sleeve,Regular,Jersey,Round Neck,Solid,Machine Wash,,Sports,,Men,,,Sports,,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,13,28,60,100,200,Men,Myntra,264,,,Tshirts,Polo T-Shirt,Men,Sports,,https://assets.myntra.com/images/100266/1.jpg,https://assets.myntra.com/images/100266/2.jpg,https://assets.myntra.com/images/100266/3.jpg,BILL100266,Maroon
PROD100267,2023-11-04T00:00:00,https://myntra.com/product/100267,https://myntra.com/product/100267/details,100267,Arrow Red Printed Crew Neck T-Shirt,1866,858,54,Arrow,84.97,31,In Stock,Classic t-shirt designed for maximum comfort. Features quality cotton construction that gets softer with each wash.,Arrow Official Store,https://myntra.com/tshirts,https://myntra.com/tshirts,Red,3.3,976,Crew Neck T-Shirt,Sleeveless,Relaxed,Cotton,Round Neck,Printed,Machine Wash,,Everyday,,Men,,,Everyday,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,30,68,146,244,488,Men,Myntra,61,,,Tshirts,Crew Neck T-Shirt,Men,Everyday,,https://assets.myntra.com/images/100267/1.jpg,https://assets.myntra.com/images/100267/2.jpg,https://assets.myntra.com/images/100267/3.jpg,BILL100267,Red
PROD100268,2023-11-03T00:00:00,https://myntra.com/product/100268,https://myntra.com/product/100268/details,100268,Lee Dark Blue Washed Slim Fit Jeans,1734,780,55,Lee,94.2,32,In Stock,Essential denim jeans for your everyday wardrobe. Features reinforced stitching for lasting durability.,Lee Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,4.4,2369,Slim Fit Jeans,,Slim,Denim,,Washed,Machine Wash,Button,Casual,,Men,Mid Rise,Tapered,Casual,,,,"Machine wash cold, tumble dry low",,73,165,355,592,1184,Men,,916,,,Jeans,Slim Fit Jeans,Men,Casual,,https://assets.myntra.com/images/100268/1.jpg,https://assets.myntra.com/images/100268/2.jpg,https://assets.myntra.com/images/100268/3.jpg,BILL100268,Dark Blue
PROD100269,2023-11-17T00:00:00,https://myntra.com/product/100269,https://myntra.com/product/100269/details,100269,Roadster Grey Checked Formal Trousers,4039,3271,19,Roadster,53.08,35,In Stock,Quality trousers designed for all-day comfort. The fabric breathes well while maintaining a crisp look.,Roadster Official Store,https://myntra.com/trousers,https://myntra.com/trousers,Grey,3.7,4942,Formal Trousers,,Slim,Cotton Blend,,Checked,Machine Wash,Button,Formal,,Men,Mid Rise,,Formal,,,,"Machine wash cold, tumble dry low",,150,345,741,1235,2471,Men,,146,,,Trousers,Formal Trousers,Men,Formal,,https://assets.myntra.com/images/100269/1.jpg,https://assets.myntra.com/images/100269/2.jpg,https://assets.myntra.com/images/100269/3.jpg,BILL100269,Grey
PROD100270,2023-11-11T00:00:00,https://myntra.com/product/100270,https://myntra.com/product/100270/details,100270,AND Pink Printed Straight Kurta,778,326,58,AND,84.5,31,In Stock,Refined kurta blending tradition with contemporary style. Quality construction ensures lasting beauty.,AND Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Pink,4.8,1711,Straight Kurta,Long Sleeve,Regular,Viscose,Boat Neck,Printed,Machine Wash,,Casual,,Women,,,Casual,Ankle Length,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,54,119,256,427,855,Women,,739,,,Kurtas,Straight Kurta,Women,Casual,,https://assets.myntra.com/images/100270/1.jpg,https://assets.myntra.com/images/100270/2.jpg,https://assets.myntra.com/images/100270/3.jpg,BILL100270,Pink
PROD100271,2023-11-11T00:00:00,https://myntra.com/product/100271,https://myntra.com/product/100271/details,100271,Sassafras Dark Blue Washed Boyfriend Jeans,3556,782,78,Sassafras,80.83,28,In Stock,Stylish denim jeans offering perfect fit and comfort. Features quality construction with modern styling.,Sassafras Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,3.7,2989,Boyfriend Jeans,,Slim,Stretch Denim,,Washed,Machine Wash,Button,Casual,,Women,Low Rise,Bootcut,Casual,,,,"Machine wash cold, tumble dry low",,91,209,448,747,1494,Women,,202,,,Jeans,Boyfriend Jeans,Women,Casual,,https://assets.myntra.com/images/100271/1.jpg,https://assets.myntra.com/images/100271/2.jpg,https://assets.myntra.com/images/100271/3.jpg,BILL100271,Dark Blue
PROD100272,2023-11-20T00:00:00,https://myntra.com/product/100272,https://myntra.com/product/100272/details,100272,Libas Blue Floral Tunic Top,2762,2016,27,Libas,2.64,28,In Stock,Casual yet refined top perfect for daily wear. The flattering cut complements all body types.,Libas Official Store,https://myntra.com/tops,https://myntra.com/tops,Blue,4.4,3951,Tunic Top,3/4 Sleeve,Relaxed,Cotton,Boat Neck,Floral,Machine Wash,,Casual,,Women,,,Casual,,3/4 Sleeve,Set-In,"Machine wash cold, tumble dry low",,121,276,592,987,1975,Women,,344,,,Tops,Tunic Top,Women,Casual,,https://assets.myntra.com/images/100272/1.jpg,https://assets.myntra.com/images/100272/2.jpg,https://assets.myntra.com/images/100272/3.jpg,BILL100272,Blue
PROD100273,2023-11-05T00:00:00,https://myntra.com/product/100273,https://myntra.com/product/100273/details,100273,Mango White Floral Flared Kurta,2747,631,77,Mango,62.48,32,In Stock,Refined kurta blending tradition with contemporary style. Quality construction ensures lasting beauty.,Mango Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,White,5.0,2568,Flared Kurta,Long Sleeve,Regular,Cotton,Boat Neck,Floral,Machine Wash,,Casual,,Women,,,Casual,Knee Length,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,78,179,385,642,1284,Women,,,,,Kurtas,Flared Kurta,Women,Casual,,https://assets.myntra.com/images/100273/1.jpg,https://assets.myntra.com/images/100273/2.jpg,https://assets.myntra.com/images/100273/3.jpg,BILL100273,White
PROD100274,2023-11-26T00:00:00,https://myntra.com/product/100274,https://myntra.com/product/100274/details,100274,Anouk Green Solid Tunic Top,2022,1597,21,Anouk,13.13,28,In Stock,Stylish top offering both comfort and sophistication. Quality fabric maintains its shape and color.,Anouk Official Store,https://myntra.com/tops,https://myntra.com/tops,Green,4.3,2939,Tunic Top,3/4 Sleeve,Slim,Viscose,Round Neck,Solid,Machine Wash,,Casual,,Women,,,Casual,,3/4 Sleeve,Set-In,"Machine wash cold, tumble dry low",,91,205,440,734,1469,Women,Myntra,,,,Tops,Tunic Top,Women,Casual,,https://assets.myntra.com/images/100274/1.jpg,https://assets.myntra.com/images/100274/2.jpg,https://assets.myntra.com/images/100274/3.jpg,BILL100274,Green
PROD100275,2023-11-28T00:00:00,https://myntra.com/product/100275,https://myntra.com/product/100275/details,100275,AND Blue Washed Skinny Jeans,4422,1989,55,AND,76.32,29,In Stock,Reliable jeans perfect for everyday wear. The versatile wash pairs with any casual outfit effortlessly.,AND Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,3.8,2508,Skinny Jeans,,Regular,Denim,,Washed,Machine Wash,Button,Everyday,,Women,High Rise,Straight,Everyday,,,,"Machine wash cold, tumble dry low",,76,175,376,627,1254,Women,,839,,,Jeans,Skinny Jeans,Women,Everyday,,https://assets.myntra.com/images/100275/1.jpg,https://assets.myntra.com/images/100275/2.jpg,https://assets.myntra.com/images/100275/3.jpg,BILL100275,Blue
PROD100276,2023-11-05T00:00:00,https://myntra.com/product/100276,https://myntra.com/product/100276/details,100276,Only Maroon Solid A-Line Kurta,1737,607,65,Only,77.95,31,In Stock,Beautiful ethnic kurta perfect for festive occasions. Features intricate detailing with comfortable fabric.,Only Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Maroon,3.3,1063,A-Line Kurta,Short Sleeve,Relaxed,Silk,Round Neck,Solid,Machine Wash,,Festive,,Women,,,Festive,Knee Length,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,34,74,159,265,531,Women,Myntra,209,,,Kurtas,A-Line Kurta,Women,Festive,,https://assets.myntra.com/images/100276/1.jpg,https://assets.myntra.com/images/100276/2.jpg,https://assets.myntra.com/images/100276/3.jpg,BILL100276,Maroon
PROD100277,2023-11-20T00:00:00,https://myntra.com/product/100277,https://myntra.com/product/100277/details,100277,Sassafras Yellow Solid Casual Top,720,561,22,Sassafras,59.91,30,Out of Stock,Modern top combining style with ease. The breathable fabric keeps you comfortable throughout the day.,Sassafras Official Store,https://myntra.com/tops,https://myntra.com/tops,Yellow,3.1,1858,Casual Top,Sleeveless,Regular,Cotton,Round Neck,Solid,Machine Wash,,Office,,Women,,,Office,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,57,130,278,464,929,Women,,328,,,Tops,Casual Top,Women,Office,,https://assets.myntra.com/images/100277/1.jpg,https://assets.myntra.com/images/100277/2.jpg,https://assets.myntra.com/images/100277/3.jpg,BILL100277,Yellow
PROD100278,2023-11-14T00:00:00,https://myntra.com/product/100278,https://myntra.com/product/100278/details,100278,Vishudh Blue Washed Bootcut Jeans,2842,1278,55,Vishudh,5.81,30,In Stock,Modern fit jeans offering exceptional comfort. Features classic five-pocket design with contemporary cut.,Vishudh Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,4.0,3361,Bootcut Jeans,,Relaxed,Denim,,Washed,Machine Wash,Button,Everyday,,Women,High Rise,Bootcut,Everyday,,,,"Machine wash cold, tumble dry low",,102,235,504,840,1680,Women,,,,,Jeans,Bootcut Jeans,Women,Everyday,,https://assets.myntra.com/images/100278/1.jpg,https://assets.myntra.com/images/100278/2.jpg,https://assets.myntra.com/images/100278/3.jpg,BILL100278,Blue
PROD100279,2023-11-05T00:00:00,https://myntra.com/product/100279,https://myntra.com/product/100279/details,100279,Vero Moda Light Blue Solid Bootcut Jeans,4015,2649,34,Vero Moda,66.47,37,In Stock,Essential denim jeans for your casual wardrobe. Quality construction with flattering fit.,Vero Moda Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Light Blue,4.2,340,Bootcut Jeans,,Skinny,Denim,,Solid,Machine Wash,Button,Everyday,,Women,High Rise,Straight,Everyday,,,,"Machine wash cold, tumble dry low",,11,23,51,85,170,Women,,,,,Jeans,Bootcut Jeans,Women,Everyday,,https://assets.myntra.com/images/100279/1.jpg,https://assets.myntra.com/images/100279/2.jpg,https://assets.myntra.com/images/100279/3.jpg,BILL100279,Light Blue
PROD100280,2023-11-25T00:00:00,https://myntra.com/product/100280,https://myntra.com/product/100280/details,100280,Varanga Black Solid Skinny Jeans,3840,3379,12,Varanga,94.34,36,In Stock,Contemporary jeans designed for everyday wear. Stretch denim provides flexibility and all-day comfort.,Varanga Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Black,3.4,3933,Skinny Jeans,,Regular,Stretch Denim,,Solid,Machine Wash,Button,Casual,,Women,Mid Rise,Bootcut,Casual,,,,"Machine wash cold, tumble dry low",,120,275,589,983,1966,Women,Myntra,767,,,Jeans,Skinny Jeans,Women,Casual,,https://assets.myntra.com/images/100280/1.jpg,https://assets.myntra.com/images/100280/2.jpg,https://assets.myntra.com/images/100280/3.jpg,BILL100280,Black
PROD100281,2023-11-02T00:00:00,https://myntra.com/product/100281,https://myntra.com/product/100281/details,100281,Forever 21 Light Blue Distressed Bootcut Jeans,1311,904,31,Forever 21,7.66,37,In Stock,Contemporary jeans designed for everyday wear. Stretch denim provides flexibility and all-day comfort.,Forever 21 Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Light Blue,3.8,210,Bootcut Jeans,,Regular,Denim,,Distressed,Machine Wash,Button,Casual,,Women,Low Rise,Tapered,Casual,,,,"Machine wash cold, tumble dry low",,8,14,31,52,105,Women,,798,,,Jeans,Bootcut Jeans,Women,Casual,,https://assets.myntra.com/images/100281/1.jpg,https://assets.myntra.com/images/100281/2.jpg,https://assets.myntra.com/images/100281/3.jpg,BILL100281,Light Blue
